"id","recipe_num","product","ingredient","options","grams","included","weight_description"
2341,349,"High Protein Sausage With Sauerkraut And Yellow Mustard","Parsley Fresh",,2.58,"yes","2 tsp"
2342,350,"Apple-Cured Salmon","Salmon",,450,"yes",
2343,350,"Apple-Cured Salmon","Salt",,18.24,"yes","3 tbsp"
2344,350,"Apple-Cured Salmon","Peppercorns",,6.9,"yes","1 tbsp"
2345,350,"Apple-Cured Salmon","Apple",,300,"yes","2 apples"
2346,350,"Apple-Cured Salmon","Dill Fresh",,14,"yes","375 ml"
2347,350,"Apple-Cured Salmon","Brandy Calvados",,14,"yes","3 tbsp"
2348,351,"Bagel Seasoning","Sesame Seeds",,45,"yes","5 tbsp"
2349,351,"Bagel Seasoning","Onion Dehydrated",,10,"yes","2 tbsp"
2350,351,"Bagel Seasoning","Garlic Dehydrated",,10,"yes","2 tbsp"
2351,351,"Bagel Seasoning","Poppy Seeds",,17.6,"yes","2 tbsp"
2352,351,"Bagel Seasoning","Sea Salt",,12,"yes","2 tbsp"
2353,352,"High Protein Breakfast Bowl with Eggs and Smoked Salmon","Egg Boiled",,100,"yes","2 large eggs"
2354,352,"High Protein Breakfast Bowl with Eggs and Smoked Salmon","Salmon Smoked",,100,"yes",
2355,352,"High Protein Breakfast Bowl with Eggs and Smoked Salmon","Apple-Cured Salmon","Can use instead of Salmon Smoked",100,"no",
2356,352,"High Protein Breakfast Bowl with Eggs and Smoked Salmon","Cucumber Raw",,85,"yes",
2357,352,"High Protein Breakfast Bowl with Eggs and Smoked Salmon","Cream Cheese",,22,"yes","2 tbsp"
2358,352,"High Protein Breakfast Bowl with Eggs and Smoked Salmon","Bagel Seasoning",,1.5,"yes","1/2 tsp"
2359,352,"High Protein Breakfast Bowl with Eggs and Smoked Salmon","Chives Dried","Can use instead of Bagel Seasoning",1.5,"no","1/2 tsp"
2360,352,"High Protein Breakfast Bowl with Eggs and Smoked Salmon","Lemon",,14.5,"yes","1/4 lemon"
2361,353,"Protein Strawberry Vanilla Mug Cake","Egg Uncooked",,50,"yes","1 large egg"
2362,353,"Protein Strawberry Vanilla Mug Cake","Cream Cheese",,22,"yes","2 tbsp"
2363,353,"Protein Strawberry Vanilla Mug Cake","Erythritol from Now Foods",,24,"yes","2 tbsp"
2364,353,"Protein Strawberry Vanilla Mug Cake","Whey Protein Isolate",,17.2,"yes","2 tbsp"
2365,353,"Protein Strawberry Vanilla Mug Cake","Baking Powder",,2.5,"yes","1/2 tsp"
2366,353,"Protein Strawberry Vanilla Mug Cake","Vanilla Extract",,4.2,"yes","1 tsp"
2367,353,"Protein Strawberry Vanilla Mug Cake","Strawberry",,55,"yes",
2368,354,"Sugar-Free Raspberry Chocolate Souffle","Egg White Raw",,72,"yes","4 large eggs"
2369,354,"Sugar-Free Raspberry Chocolate Souffle","Erythritol from Now Foods",,32,"yes","60 ml"
2370,354,"Sugar-Free Raspberry Chocolate Souffle","Raspberries",,85,"yes","160 ml"
2371,354,"Sugar-Free Raspberry Chocolate Souffle","Butter Unsalted",,4.73,"yes","1 tsp"
2372,354,"Sugar-Free Raspberry Chocolate Souffle","Amul Sugar Free Dark Chocolate 55%",,14,"yes","25 ml"
2373,355,"High Protein Keto Breakfast Bowl","Egg Boiled",,100,"yes","2 large eggs"
2374,355,"High Protein Keto Breakfast Bowl","Ham Smoked",,85,"yes",
2375,355,"High Protein Keto Breakfast Bowl","Turkey Ham","Can use instead of Ham Smoked",85,"no",
2376,355,"High Protein Keto Breakfast Bowl","Cottage Cheese",,110,"yes","120 ml"
2377,355,"High Protein Keto Breakfast Bowl","Baby Spinach",,15,"yes","120 ml"
2378,355,"High Protein Keto Breakfast Bowl","Dijon Mustard",,10,"yes","2 tsp"
2379,355,"High Protein Keto Breakfast Bowl","Salt",,3,"yes","to taste"
2380,355,"High Protein Keto Breakfast Bowl","Pepper Black",,0.5,"yes","to taste"
2381,356,"Thai Keto Tuna Salad Wrap","Tuna Canned in Water",,140,"yes",
2382,356,"Thai Keto Tuna Salad Wrap","Mayonnaise Homemade",,28.8,"yes","2 tbsp"
2383,356,"Thai Keto Tuna Salad Wrap","Scallions",,14,"yes","33 ml"
2384,356,"Thai Keto Tuna Salad Wrap","Cilantro Fresh",,4,"yes","60 ml"
2385,356,"Thai Keto Tuna Salad Wrap","Chilli Red",,7,"yes","1/2 tbsp"
2386,356,"Thai Keto Tuna Salad Wrap","Lime Juice",,15,"yes","1/2 lime"
2387,356,"Thai Keto Tuna Salad Wrap","Lettuce Cos",,10,"yes","4 leaves"
2388,356,"Thai Keto Tuna Salad Wrap","Salt",,3,"yes","to taste"
2389,357,"Keto Rotisserie Chicken With Ranch Coleslaw","Chicken Rotisserie",,170,"yes",
2390,357,"Keto Rotisserie Chicken With Ranch Coleslaw","Cabbage Green",,85,"yes",
2391,357,"Keto Rotisserie Chicken With Ranch Coleslaw","Carrots",,21,"yes","2 tbsp"
2392,357,"Keto Rotisserie Chicken With Ranch Coleslaw","Mayonnaise Homemade",,28.8,"yes","2 tbsp"
2393,357,"Keto Rotisserie Chicken With Ranch Coleslaw","Greek Yoghurt",,35,"yes","2 tbsp"
2394,357,"Keto Rotisserie Chicken With Ranch Coleslaw","Ranch Dressing",,5,"yes","1 tsp"
2395,357,"Keto Rotisserie Chicken With Ranch Coleslaw","Salt",,3,"yes","to taste"
2396,358,"Roast Beef with Keto No-Tato Salad","Sour Cream",,18.75,"yes","2 tbsp"
2397,358,"Roast Beef with Keto No-Tato Salad","Mayonnaise Homemade",,14.4,"yes","1 tbsp"
2398,358,"Roast Beef with Keto No-Tato Salad","Dijon Mustard",,5,"yes","1 tsp"
2399,358,"Roast Beef with Keto No-Tato Salad","Chives Fresh",,1,"yes","2 tsp"
2400,358,"Roast Beef with Keto No-Tato Salad","Chives Dried","Can use instead of Fresh Chives",1,"no","2 tsp"
2401,358,"Roast Beef with Keto No-Tato Salad","Zucchini Fresh",,140,"yes",
2402,358,"Roast Beef with Keto No-Tato Salad","Celery",,45,"yes","110 ml"
2403,358,"Roast Beef with Keto No-Tato Salad","Roast Beef",,170,"yes",
2404,358,"Roast Beef with Keto No-Tato Salad","Salt",,3,"yes","to taste"
2405,358,"Roast Beef with Keto No-Tato Salad","Pepper Black",,0.5,"yes","to taste"
2406,359,"High Protein Italian Turkey Salad","Cottage Cheese",,110,"yes","120 ml"
2407,359,"High Protein Italian Turkey Salad","Classic Pesto",,15,"yes","1 tbsp"
2408,359,"High Protein Italian Turkey Salad","Sun Dried Tomatoes",,3.37,"yes","1 tbsp"
2409,359,"High Protein Italian Turkey Salad","Leafy Greens mix",,55,"yes","240 ml"
2410,359,"High Protein Italian Turkey Salad","Cucumber Raw",,45,"yes",
2411,359,"High Protein Italian Turkey Salad","Turkey Ham",,110,"yes",
2412,359,"High Protein Italian Turkey Salad","Ham Smoked","Can use instead of Turkey Ham",110,"no",
2413,359,"High Protein Italian Turkey Salad","Salt",,3,"yes","to taste"
2414,359,"High Protein Italian Turkey Salad","Pepper Black",,0.5,"yes","to taste"
2415,360,"Zucchini Salad","Zucchini Fresh",,280,"yes",
2416,360,"Zucchini Salad","Olive Oil",,27,"yes","2 tbsp"
2417,360,"Zucchini Salad","Lemon Juice",,45,"yes","3 tbsp"
2418,360,"Zucchini Salad","Chilli Red",,45,"yes","1 pepper"
2419,360,"Zucchini Salad","Chilli Flakes","Can use instead of Chilli Red",45,"no","a pinch"
2420,360,"Zucchini Salad","Garlic",,3,"yes","1 clove"
2421,360,"Zucchini Salad","Salt",,3,"yes","to taste"
2422,360,"Zucchini Salad","Pepper Black",,0.5,"yes","to taste"
2423,361,"Fishcakes","Cod",,600,"yes",
2424,361,"Fishcakes","White Onions",,110,"yes","1 medium onion"
2425,361,"Fishcakes","Mint Fresh",,7,"yes","18 ml"
2426,361,"Fishcakes","Cilantro Fresh",,7,"yes","100 ml"
2427,361,"Fishcakes","Parsley Fresh","Can use instead of Cilantro Fresh",7,"no","100 ml"
2428,361,"Fishcakes","Salt",,6,"yes","1 tsp"
2429,361,"Fishcakes","Olive Oil",,27,"yes","2 tbsp"
2430,361,"Fishcakes","Ghee","Can use instead of Olive Oil",27,"no","2 tbsp"
2431,362,"Herby Fishcakes With Zucchini Salad","Fishcakes",,757,"yes",
2432,362,"Herby Fishcakes With Zucchini Salad","Zucchini Salad",,403.5,"yes",
2433,363,"Low Carb Quichata","Green Peas",,70,"yes",
2434,363,"Low Carb Quichata","Frozen Peas","Can use instead of Green Peas",70,"no",
2435,363,"Low Carb Quichata","Butter Salted",,55,"yes",
2436,363,"Low Carb Quichata","Brown Onions",,110,"yes","1 onion"
2437,363,"Low Carb Quichata","Bacon",,110,"yes",
2438,363,"Low Carb Quichata","Egg Uncooked",,250,"yes","5 large eggs"
2439,363,"Low Carb Quichata","Ricotta",,160,"yes","150 ml"
2440,363,"Low Carb Quichata","Parmesan",,50,"yes","150 ml"
2441,363,"Low Carb Quichata","Sea Salt",,3,"yes","1/2 tsp"
2442,363,"Low Carb Quichata","Pepper Black",,0.27,"yes","1/8 tsp"
2443,364,"Stuffed Keto Mushrooms","Butter Salted",,14.19,"yes","1 tbsp"
2444,364,"Stuffed Keto Mushrooms","Portobello Mushrooms",,500,"yes","2 mushrooms"
2445,364,"Stuffed Keto Mushrooms","Leeks",,110,"yes",
2446,364,"Stuffed Keto Mushrooms","Ground Beef",,450,"yes",
2447,364,"Stuffed Keto Mushrooms","Ground Lamb","Can use instead of Ground Beef",450,"no",
2448,364,"Stuffed Keto Mushrooms","Ground Pork","Can use instead of Ground Beef",450,"no",
2449,364,"Stuffed Keto Mushrooms","Parmesan",,50,"yes","150 ml"
2450,364,"Stuffed Keto Mushrooms","Worcestershire Sauce",,11.3,"yes","2 tsp"
2451,364,"Stuffed Keto Mushrooms","Salt",,3,"yes","to taste"
2452,364,"Stuffed Keto Mushrooms","Pepper Black",,0.5,"yes","to taste"
2453,365,"Chilli Sauce Homemade","Chilli Red",,45,"yes","1 chilli"
2454,365,"Chilli Sauce Homemade","Garlic",,6,"yes","2 cloves"
2455,365,"Chilli Sauce Homemade","Olive Oil",,81,"yes","6 tbsp"
2456,365,"Chilli Sauce Homemade","Rosemary Fresh",,2,"yes","1 sprig"
2457,365,"Chilli Sauce Homemade","Salt",,3,"yes","to taste"
2458,365,"Chilli Sauce Homemade","Pepper Black",,0.5,"yes","to taste"
2459,366,"Chicken and Vegetables","Olive Oil",,27,"yes","2 tbsp"
2460,366,"Chicken and Vegetables","Rosemary Fresh",,2,"yes","3 sprigs"
2461,366,"Chicken and Vegetables","Chicken Thigh Boneless Skinless",,900,"yes",
2462,366,"Chicken and Vegetables","Red Onions",,220,"yes","2 onions"
2463,366,"Chicken and Vegetables","Bell Pepper Red",,120,"yes","1 pepper"
2464,366,"Chicken and Vegetables","Zucchini Fresh",,55,"yes",
2465,366,"Chicken and Vegetables","Watercress",,70,"yes","475 ml"
2466,366,"Chicken and Vegetables","Lettuce Arugula","Can use instead of Watercress",70,"no","475 ml"
2467,366,"Chicken and Vegetables","Lettuce Cos","Can use instead of Watercress",70,"no","475 ml"
2468,366,"Chicken and Vegetables","Lemon",,58,"yes","1 lemon"
2469,366,"Chicken and Vegetables","Salt",,3,"yes","to taste"
2470,366,"Chicken and Vegetables","Pepper Black",,0.5,"yes","to taste"
2471,367,"Low Carb Chicken Sheet Pan with Chilli Sauce","Chicken and Vegetables",,1455.5,"yes",
2472,367,"Low Carb Chicken Sheet Pan with Chilli Sauce","Chilli Sauce Homemade",,137.5,"yes",
2473,368,"Pie Pastry","Almond Flour",,110,"yes","240 ml"
2474,368,"Pie Pastry","Coconut Flour",,50,"yes","120 ml"
2475,368,"Pie Pastry","Butter Salted",,70,"yes",
2476,368,"Pie Pastry","Egg Uncooked",,50,"yes","1 large egg"
2477,368,"Pie Pastry","Lemon Zest",,12,"yes","2 tbsp"
2478,368,"Pie Pastry","Erythritol from Now Foods",,8,"yes","2 tsp"
2479,368,"Pie Pastry","Vanilla Extract",,4.2,"yes","1 tsp"
2480,369,"Strawberry Pie Filling","Strawberry",,550,"yes",
2481,369,"Strawberry Pie Filling","Whipping Cream",,175.75,"yes","180 ml"
2482,369,"Strawberry Pie Filling","Vanilla Extract",,4.2,"yes","1 tsp"
2483,369,"Strawberry Pie Filling","Erythritol from Now Foods",,4,"yes","1 tsp"
2484,370,"Low Carb Strawberry And Cream Pie","Pie Pastry",,304.2,"yes",
2485,370,"Low Carb Strawberry And Cream Pie","Strawberry Pie Filling",,733.95,"yes",
2486,371,"Spicy 7-Minute Shrimp Salad","Shrimp Cooked",,400,"yes",
2487,371,"Spicy 7-Minute Shrimp Salad","Celery",,50,"yes","120 ml"
2488,371,"Spicy 7-Minute Shrimp Salad","White Onions",,6.5,"yes","2 tbsp"
2489,371,"Spicy 7-Minute Shrimp Salad","Mayonnaise Homemade",,58.3,"yes","60 ml"
2490,371,"Spicy 7-Minute Shrimp Salad","Greek Yoghurt",,60,"yes","80 ml"
2491,371,"Spicy 7-Minute Shrimp Salad","Lemon Juice",,40,"yes","1 tsp"
2492,371,"Spicy 7-Minute Shrimp Salad","Sambal Oelek",,10,"yes","2 tsp"
2493,371,"Spicy 7-Minute Shrimp Salad","Chilli Paste","Can use instead of Sambal Oelek",10,"no","2 tsp"
2494,371,"Spicy 7-Minute Shrimp Salad","Leafy Greens mix",,170,"yes","700 ml"
2495,371,"Spicy 7-Minute Shrimp Salad","Salt",,3,"yes","to taste"
2496,372,"High Protein Ham and Cheddar Keto Dutch Baby","Whipping Cream",,156,"yes","160 ml"
2497,372,"High Protein Ham and Cheddar Keto Dutch Baby","Egg Uncooked",,400,"yes","8 large eggs"
2498,372,"High Protein Ham and Cheddar Keto Dutch Baby","Cream Cheese",,55,"yes","55 ml"
2499,372,"High Protein Ham and Cheddar Keto Dutch Baby","Whey Protein Isolate",,26.4,"yes","3 tbsp"
2500,372,"High Protein Ham and Cheddar Keto Dutch Baby","Baking Powder",,5,"yes","1 tsp"
2501,372,"High Protein Ham and Cheddar Keto Dutch Baby","Garlic Powder",,2.8,"yes","1 tsp"
2502,372,"High Protein Ham and Cheddar Keto Dutch Baby","Onion Powder",,2.3,"yes","1 tsp"
2503,372,"High Protein Ham and Cheddar Keto Dutch Baby","Salt",,1.52,"yes","1/4 tsp"
2504,372,"High Protein Ham and Cheddar Keto Dutch Baby","Smoked Ham",,230,"yes",
2505,372,"High Protein Ham and Cheddar Keto Dutch Baby","Cheddar",,85,"yes","180 ml"
2506,372,"High Protein Ham and Cheddar Keto Dutch Baby","Unsalted Butter",,4.73,"yes","1 tsp"
2507,372,"High Protein Ham and Cheddar Keto Dutch Baby","Fresh Chives",,1,"yes","1 tsp"
2508,373,"Prosciutto-Wrapped Mozzarella Sticks with Tomato Basil Salad","Cherry Tomatoes",,45,"yes",
2509,373,"Prosciutto-Wrapped Mozzarella Sticks with Tomato Basil Salad","Fresh Basil",,2.65,"yes","1 tbsp"
2510,373,"Prosciutto-Wrapped Mozzarella Sticks with Tomato Basil Salad","Balsamic Vinegar",,2.66,"yes","1/2 tsp"
2511,373,"Prosciutto-Wrapped Mozzarella Sticks with Tomato Basil Salad","Olive Oil",,2.25,"yes","1/2 tsp"
2512,373,"Prosciutto-Wrapped Mozzarella Sticks with Tomato Basil Salad","Prosciutto",,110,"yes",
2513,373,"Prosciutto-Wrapped Mozzarella Sticks with Tomato Basil Salad","Mozzarella",,55,"yes","120 ml"
2514,373,"Prosciutto-Wrapped Mozzarella Sticks with Tomato Basil Salad","Salt",,3,"yes","to taste"
2515,373,"Prosciutto-Wrapped Mozzarella Sticks with Tomato Basil Salad","Pepper Black",,0.5,"yes","to taste"
2516,374,"Egg-Free Low Carb Mexican Breakfast Scramble","Tofu",,375,"yes",
2517,374,"Egg-Free Low Carb Mexican Breakfast Scramble","Ground Turkey",,450,"yes",
2518,374,"Egg-Free Low Carb Mexican Breakfast Scramble","Olive Oil",,13.5,"yes","1 tbsp"
2519,374,"Egg-Free Low Carb Mexican Breakfast Scramble","Taco Seasoning",,8,"yes","3 tbsp"
2520,374,"Egg-Free Low Carb Mexican Breakfast Scramble","Red Capsicum",,120,"yes","1 pepper"
2521,374,"Egg-Free Low Carb Mexican Breakfast Scramble","Brown Onions",,110,"yes","1 onion"
2522,374,"Egg-Free Low Carb Mexican Breakfast Scramble","Avocado Hass",,200,"yes","1 avocado"
2523,374,"Egg-Free Low Carb Mexican Breakfast Scramble","Fresh Cilantro",,1,"yes","1 tbsp"
2524,374,"Egg-Free Low Carb Mexican Breakfast Scramble","Sour Cream",,37.5,"yes","4 tbsp"
2525,374,"Egg-Free Low Carb Mexican Breakfast Scramble","Lime Juice",,15.12,"yes","1 tbsp"
2526,374,"Egg-Free Low Carb Mexican Breakfast Scramble","Salt",,3,"yes","to taste"
2527,374,"Egg-Free Low Carb Mexican Breakfast Scramble","Pepper Black",,0.5,"yes","to taste"
2528,375,"Escalivada - Roasted Vegetables","Red Capsicum",,120,"yes","1 pepper"
2529,375,"Escalivada - Roasted Vegetables","Eggplant Raw",,500,"yes","1 eggplant"
2530,375,"Escalivada - Roasted Vegetables","Brown Onions",,110,"yes","1 onion"
2531,375,"Escalivada - Roasted Vegetables","Garlic",,12,"yes","3 cloves"
2532,375,"Escalivada - Roasted Vegetables","Olive Oil",,27,"yes","2 tbsp"
2533,375,"Escalivada - Roasted Vegetables","Salt",,3,"yes","to taste"
2534,376,"Tuna Pizza Crust or Coca","Tuna Canned in Water",,180,"yes",
2535,376,"Tuna Pizza Crust or Coca","Parmesan",,100,"yes","300 ml"
2536,376,"Tuna Pizza Crust or Coca","Psyllium Husk Powder",,16,"yes","1 tbsp"
2537,376,"Tuna Pizza Crust or Coca","Egg Uncooked",,100,"yes","2 large eggs"
2538,376,"Tuna Pizza Crust or Coca","Salt",,0.3,"yes","a pinch"
2539,376,"Tuna Pizza Crust or Coca","Dried Oregano",,6.08,"yes","1 tsp"
2540,376,"Tuna Pizza Crust or Coca","Garlic Powder",,2.8,"yes","1 tsp"
2541,377,"Mediterranean Protein Pizza Roasted Vegetables and Anchovies","Tuna Pizza Crust or Coca",,405.18,"yes",
2542,377,"Mediterranean Protein Pizza Roasted Vegetables and Anchovies","Escalivada – Roasted Vegetables",,772,"yes",
2543,377,"Mediterranean Protein Pizza Roasted Vegetables and Anchovies","Anchovies",,28.35,"yes",
2544,378,"Chorizo Crumb-Topped Cod With Padron Peppers","Chorizo",,50,"yes",
2545,378,"Chorizo Crumb-Topped Cod With Padron Peppers","Parmesan",,50,"yes",
2546,378,"Chorizo Crumb-Topped Cod With Padron Peppers","Almond Flour",,23.4,"yes","3 tbsp"
2547,378,"Chorizo Crumb-Topped Cod With Padron Peppers","Butter Salted",,14,"yes",
2548,378,"Chorizo Crumb-Topped Cod With Padron Peppers","Cod",,400,"yes",
2549,378,"Chorizo Crumb-Topped Cod With Padron Peppers","Olive Oil",,27,"yes","2 tbsp"
2550,378,"Chorizo Crumb-Topped Cod With Padron Peppers","Padron Peppers",,200,"yes",
2551,378,"Chorizo Crumb-Topped Cod With Padron Peppers","Salt",,3,"yes","to taste"
2552,378,"Chorizo Crumb-Topped Cod With Padron Peppers","Pepper Black",,0.5,"yes","a pinch"
2553,379,"Keto Tomato Smash Burger","Ground Beef",,450,"yes",
2554,379,"Keto Tomato Smash Burger","Butter Salted",,14.19,"yes","1 tbsp"
2555,379,"Keto Tomato Smash Burger","Beefsteak Tomato",,450,"yes",
2556,379,"Keto Tomato Smash Burger","Mayonnaise Homemade",,28.8,"yes","2 tbsp"
2557,379,"Keto Tomato Smash Burger","Dijon Mustard",,10,"yes","2 tsp"
2558,379,"Keto Tomato Smash Burger","Gherkin",,20,"yes","2 tbsp"
2559,379,"Keto Tomato Smash Burger","Salt",,3,"yes","to taste"
2560,379,"Keto Tomato Smash Burger","Pepper Black",,0.5,"yes","to taste"
2561,380,"High Protein Chocolate Raspberry Cheesecake Smoothie","Almond Milk",,254,"yes","240 ml"
2562,380,"High Protein Chocolate Raspberry Cheesecake Smoothie","Cream Cheese",,22,"yes","2 tbsp"
2563,380,"High Protein Chocolate Raspberry Cheesecake Smoothie","Fresh Raspberries",,28,"yes","55 ml"
2564,380,"High Protein Chocolate Raspberry Cheesecake Smoothie","Frozen Raspberries","Can use instead of Fresh Raspberries",28,"no","55 ml"
2565,380,"High Protein Chocolate Raspberry Cheesecake Smoothie","Vanilla Extract",,2.1,"yes","1/4 tsp"
2566,380,"High Protein Chocolate Raspberry Cheesecake Smoothie","Stevia Drops",,1.78,"yes","1/4 tsp"
2567,380,"High Protein Chocolate Raspberry Cheesecake Smoothie","Whey Protein Isolate",,25,"yes","60 ml"
2568,380,"High Protein Chocolate Raspberry Cheesecake Smoothie","Cocoa Powder",,5.38,"yes","1 tbsp"
2569,380,"High Protein Chocolate Raspberry Cheesecake Smoothie","Ice",,240,"yes","240 ml"
2570,380,"High Protein Chocolate Raspberry Cheesecake Smoothie","Whipping Cream",,58.58,"yes","60 ml"
2571,380,"High Protein Chocolate Raspberry Cheesecake Smoothie","Coconut Cream","Can use instead of Whipping Cream",58.58,"no","60 ml"
2572,381,"Luscious Lime High Protein Smoothie","Cottage Cheese",,140,"yes","160 ml"
2573,381,"Luscious Lime High Protein Smoothie","Greek Yoghurt",,270,"yes","350 ml"
2574,381,"Luscious Lime High Protein Smoothie","Sour Cream",,81.83,"yes","80 ml"
2575,381,"Luscious Lime High Protein Smoothie","Erythritol from Now Foods",,45,"yes","80 ml"
2576,381,"Luscious Lime High Protein Smoothie","Stevia Drops","Can use instead of Erythritol from Now Foods",45,"no","80 ml"
2577,381,"Luscious Lime High Protein Smoothie","Lime Juice",,30,"yes","2 tbsp"
2578,381,"Luscious Lime High Protein Smoothie","Lime Zest",,2,"yes","2 tsp"
2579,382,"High Protein Chocolate Almond Smoothie","Almond Milk",,185.6,"yes","180 ml"
2580,382,"High Protein Chocolate Almond Smoothie","Coconut Cream",,28.9,"yes","2 tbsp"
2581,382,"High Protein Chocolate Almond Smoothie","Almond Butter",,32,"yes","2 tbsp"
2582,382,"High Protein Chocolate Almond Smoothie","Vanilla Extract",,1.05,"yes","1/4 tsp"
2583,382,"High Protein Chocolate Almond Smoothie","Stevia Drops",,3.5,"yes","1/2 tsp"
2584,382,"High Protein Chocolate Almond Smoothie","Whey Protein Isolate",,25,"yes","60 ml"
2585,382,"High Protein Chocolate Almond Smoothie","Cocoa Powder",,2.69,"yes","1/2 tbsp"
2586,382,"High Protein Chocolate Almond Smoothie","Ice",,180,"yes","180 ml"
2587,383,"White Asparagus With Egg Vinaigrette","Asparagus",,500,"yes",
2588,383,"White Asparagus With Egg Vinaigrette","Egg Uncooked",,100,"yes","2 large eggs"
2589,383,"White Asparagus With Egg Vinaigrette","Dijon Mustard",,2.5,"yes","1/2 tsp"
2590,383,"White Asparagus With Egg Vinaigrette","Cider Vinegar",,14.94,"yes","1 tbsp"
2591,383,"White Asparagus With Egg Vinaigrette","Olive Oil",,40.5,"yes","3 tbsp"
2592,383,"White Asparagus With Egg Vinaigrette","Fresh Parsley",,7.74,"yes","2 tbsp"
2593,383,"White Asparagus With Egg Vinaigrette","Salt",,3,"yes","to taste"
2594,383,"White Asparagus With Egg Vinaigrette","Pepper Black",,0.5,"yes","to taste"
2595,384,"Sirloin Steak With Butter-Fried Green Beans And Almonds","Butter Salted",,7.95,"yes","1/2 tbsp"
2596,384,"Sirloin Steak With Butter-Fried Green Beans And Almonds","Ghee","Can use instead of Butter Salted",7.95,"no","1/2 tbsp"
2597,384,"Sirloin Steak With Butter-Fried Green Beans And Almonds","Sirloin Steak",,200,"yes",
2598,384,"Sirloin Steak With Butter-Fried Green Beans And Almonds","Green Beans",,55,"yes",
2599,384,"Sirloin Steak With Butter-Fried Green Beans And Almonds","Almonds",,8.76,"yes","2 tbsp"
2600,384,"Sirloin Steak With Butter-Fried Green Beans And Almonds","Salt",,3,"yes","to taste"
2601,384,"Sirloin Steak With Butter-Fried Green Beans And Almonds","Pepper Black",,0.5,"yes","to taste"
2602,385,"High Protein Vegetarian Plate With Edamame And Feta Cheese","Edamame",,170,"yes","260 ml"
2603,385,"High Protein Vegetarian Plate With Edamame And Feta Cheese","Scallions",,38,"yes","1 scallion"
2604,385,"High Protein Vegetarian Plate With Edamame And Feta Cheese","Red Capsicum",,38,"yes","60 ml"
2605,385,"High Protein Vegetarian Plate With Edamame And Feta Cheese","Cilantro Fresh",,4,"yes","60 ml"
2606,385,"High Protein Vegetarian Plate With Edamame And Feta Cheese","Parsley Fresh","Can use instead of Cilantro Fresh",4,"no","60 ml"
2607,385,"High Protein Vegetarian Plate With Edamame And Feta Cheese","Feta",,55,"yes","85 ml"
2608,385,"High Protein Vegetarian Plate With Edamame And Feta Cheese","Lime Juice",,15,"yes","1/2 lime"
2609,385,"High Protein Vegetarian Plate With Edamame And Feta Cheese","Leafy Greens mix",,55,"yes","240 ml"
2610,385,"High Protein Vegetarian Plate With Edamame And Feta Cheese","Salt",,3,"yes","to taste"
2611,385,"High Protein Vegetarian Plate With Edamame And Feta Cheese","Pepper Black",,0.5,"yes","to taste"
2612,386,"High Protein Vegetarian Breakfast with Cheese, Eggs and Spinach","Butter Salted",,7.95,"yes","1/2 tbsp"
2613,386,"High Protein Vegetarian Breakfast with Cheese, Eggs and Spinach","Olive Oil","Can use instead of Butter Salted",7.95,"no","1/2 tbsp"
2614,386,"High Protein Vegetarian Breakfast with Cheese, Eggs and Spinach","Egg Uncooked",,150,"yes","3 large eggs"
2615,386,"High Protein Vegetarian Breakfast with Cheese, Eggs and Spinach","Baby Spinach",,15,"yes","120 ml"
2616,386,"High Protein Vegetarian Breakfast with Cheese, Eggs and Spinach","Cheddar",,28,"yes","60 ml"
2617,386,"High Protein Vegetarian Breakfast with Cheese, Eggs and Spinach","Salt",,3,"yes","to taste"
2618,386,"High Protein Vegetarian Breakfast with Cheese, Eggs and Spinach","Pepper Black",,0.5,"yes","to taste"
2619,387,"Lemon Butter Salmon","Butter Salted",,7.95,"yes","1/2 tbsp"
2620,387,"Lemon Butter Salmon","Salmon",,140,"yes",
2621,387,"Lemon Butter Salmon","Lemon",,29,"yes","1/2 lemon"
2622,387,"Lemon Butter Salmon","Salt",,3,"yes","to taste"
2623,387,"Lemon Butter Salmon","Pepper Black",,0.5,"yes","to taste"
2624,388,"Dijon Vinaigrette","Olive Oil",,6.75,"yes","1/2 tbsp"
2625,388,"Dijon Vinaigrette","Red Wine Vinegar",,7.5,"yes","1/2 tbsp"
2626,388,"Dijon Vinaigrette","Dijon Mustard",,2.5,"yes","1/2 tsp"
2627,388,"Dijon Vinaigrette","Italian Seasoning",,1.83,"yes","1 tsp"
2628,389,"Seared Lemon-Butter Salmon With Italian Salad","Lemon Butter Salmon",,180.45,"yes",
2629,389,"Seared Lemon-Butter Salmon With Italian Salad","Dijon Vinaigrette",,18.58,"yes",
2630,389,"Seared Lemon-Butter Salmon With Italian Salad","Leafy Greens mix",,55,"yes","240 ml"
2631,389,"Seared Lemon-Butter Salmon With Italian Salad","Romaine Lettuce","Can use instead of Leafy Greens mix",55,"no","240 ml"
2632,389,"Seared Lemon-Butter Salmon With Italian Salad","Parmesan",,28,"yes","85 ml"
2633,390,"High Protein Breakfast with Canadian Bacon, Eggs, and Spinach","Butter Salted",,7.95,"yes","1 tbsp"
2634,390,"High Protein Breakfast with Canadian Bacon, Eggs, and Spinach","Olive Oil","Can use instead of Butter Salted",7.95,"no","1 tbsp"
2635,390,"High Protein Breakfast with Canadian Bacon, Eggs, and Spinach","Egg Uncooked",,150,"yes","3 large eggs"
2636,390,"High Protein Breakfast with Canadian Bacon, Eggs, and Spinach","Back Bacon",,55,"yes","2 slices"
